campingsplatzname,left,right,geometry,Bundesland,Regierungsbezirk,Kreis,Typ,stations_id,distance_km
Zweckverband recreation area Unterbacher See,51.199124,6.885603000000001,POINT (766501.8197646369 6656592.324201838),Nordrhein-Westfalen,Düsseldorf,Düsseldorf Städte,Kreisfreie Städte,5717,25.23
Campingplatz Fischer Wahlscheid UG (haftungsbeschränkt),50.8910882,7.253610000000002,POINT (807468.1716129973 6602051.050829017),Nordrhein-Westfalen,Köln,Rhein-Sieg,Landkreise,5717,61.81
Camping Hanfbachtal,50.69764,7.361139999999999,POINT (819438.3564579977 6567983.011287357),Nordrhein-Westfalen,Köln,Rhein-Sieg,Landkreise,5717,97.86
Camping Liblarer See,50.8235204,6.833343199999999,POINT (760684.2854396785 6590135.695501241),Nordrhein-Westfalen,Köln,Rhein-Erft-Kreis,Landkreise,5717,77.79
Reisemobilhafen Köln,50.96250999999999,6.986205099999999,POINT (777700.7943093708 6614664.853111413),Nordrhein-Westfalen,Köln,Cologne Städte,Kreisfreie Städte,5717,48.93
Campingplatz Lohmar,50.8324577,7.2005383,POINT (801560.2569934637 6591710.768152291),Nordrhein-Westfalen,Köln,Rhein-Sieg,Landkreise,5717,70.74
Camping im Sülztal,50.8661852,7.2059666,POINT (802164.5325853368 6597657.480917907),Nordrhein-Westfalen,Köln,Rhein-Sieg,Landkreise,5717,64.96
Campingplatz Meigermühle Mobilhafen,50.8629512,7.2115974,POINT (802791.3503740956 6597087.087125633),Nordrhein-Westfalen,Köln,Rhein-Sieg,Landkreise,5717,65.63
Campground educational institution Steinbachtalsperre,50.595662,6.833304000000001,POINT (760679.9217156396 6550080.275586374),Nordrhein-Westfalen,Köln,Euskirchen,Landkreise,5717,115.71
Helios Familiensportgemeinschaft Köln e.V.,50.9776469,7.285870999999999,POINT (811059.4497054789 6617340.670226201),Nordrhein-Westfalen,Köln,Oberbergischer Kreis,Landkreise,5717,48.59
Camping Service Bernd Bast,51.038572,6.946351000000001,POINT (773264.2561913467 6628119.501137688),Nordrhein-Westfalen,Köln,Cologne Städte,Kreisfreie Städte,5717,38.07
Kölner Camping-Club,50.5442742,6.9077838,POINT (768970.9751260243 6541073.591404845),Nordrhein-Westfalen,Köln,Euskirchen,Landkreise,5717,122.65
"Campingplatz ""Im Heidchen""",50.91680909999999,7.278429999999998,POINT (810231.1213744859 6606591.387385992),Nordrhein-Westfalen,Köln,Rheinisch-Bergischer Kreis,Landkreise,5717,58.29
SiegtalCamping,50.77381889999999,7.323585199999999,POINT (815257.7752451545 6581382.005069578),Nordrhein-Westfalen,Köln,Rhein-Sieg,Landkreise,5717,83.83
"Campingplatz ""Freizeitwelt"" Siegblick",50.7730805,7.326689999999999,POINT (815603.4000001694 6581252.024316824),Nordrhein-Westfalen,Köln,Rhein-Sieg,Landkreise,5717,84.05
Campingplatz Happach,50.77128,7.4013601,POINT (823915.6375096523 6580935.090413883),Nordrhein-Westfalen,Köln,Rhein-Sieg,Landkreise,5717,87.12
Campingplatz Köttinger Mühle,50.6570629,7.3907303,POINT (822732.333586418 6560854.847838448),Rheinland-Pfalz,Koblenz,Neuwied,Landkreise,5717,105.64
Lambacher height Verwaltungs-GmbH,51.07427000000001,7.359850000000001,POINT (819294.7543148745 6634441.755632305),Nordrhein-Westfalen,Köln,Oberbergischer Kreis,Landkreise,5717,39.13
Camping Krawinkel,50.84643740000001,7.369436899999998,POINT (820361.9631411604 6594175.09739258),Nordrhein-Westfalen,Köln,Rhein-Sieg,Landkreise,5717,73.54
Campingplatz Dattenfeld,50.80350439999999,7.552495699999998,POINT (840739.975542388 6586609.252158373),Nordrhein-Westfalen,Köln,Rhein-Sieg,Landkreise,5717,89.94
Campingplatz Asbach,50.66181,7.380129999999999,POINT (821552.313588162 6561688.450837867),Rheinland-Pfalz,Koblenz,Neuwied,Landkreise,5717,104.5
Camping Jillieshof,50.6503997,7.301391699999999,POINT (812787.2061262339 6559684.91485473),Nordrhein-Westfalen,Köln,Rhein-Sieg,Landkreise,5717,104.26
Jugendzeltplatz Astert,50.69451859999999,7.776641,POINT (865691.7162020938 6567434.457286329),Rheinland-Pfalz,Koblenz,Westerwaldkreis,Landkreise,5717,120.13
Heidehof Pistor,50.8094454,8.1412696,POINT (906281.986282758 6587655.7871021),Nordrhein-Westfalen,Arnsberg,Siegen-Wittgenstein,Landkreise,5717,136.83
Restaurant Haus am blauen See & Naturcampinganlage Kessenhammer,51.0608333,7.8544444,POINT (874352.7510720792 6632061.4917726545),Nordrhein-Westfalen,Arnsberg,Olpe,Landkreise,5717,88.26
Campingplatz Eckmann,51.07837359999999,7.812017900000001,POINT (869629.8546959384 6635168.831620259),Nordrhein-Westfalen,Arnsberg,Märkischer Kreis,Landkreise,5717,82.78
Camping Lahrer Herrlichkeit,50.6180331,7.528923399999999,POINT (838115.9191095618 6554004.306144192),Rheinland-Pfalz,Koblenz,Altenkirchen,Landkreise,5717,117.45
Freizeitcamp Aggertalsperre Inh. Björn Rolfs,51.0528914,7.6275127,POINT (849090.8297832272 6630654.937107701),Nordrhein-Westfalen,Köln,Oberbergischer Kreis,Landkreise,5717,65.67
Camping In Vogelsang,51.06447590000001,7.670091200000001,POINT (853830.6467219687 6632706.697206817),Nordrhein-Westfalen,Köln,Oberbergischer Kreis,Landkreise,5717,69.0
IGZ Brucher Talsperre,51.0733319,7.561796699999999,POINT (841775.3581262564 6634275.552097078),Nordrhein-Westfalen,Köln,Oberbergischer Kreis,Landkreise,5717,57.51
Campingclub Marienheide-Stülinghausen 1973 e.V.,51.0763,7.55379,POINT (840884.0563593219 6634801.423042244),Nordrhein-Westfalen,Köln,Oberbergischer Kreis,Landkreise,5717,56.48
Campingplatz Bruchersee,51.0785542,7.552475700000001,POINT (840737.7491525725 6635200.831815855),Nordrhein-Westfalen,Köln,Oberbergischer Kreis,Landkreise,5717,56.16
Ahretal,51.14699999999999,8.547939999999999,POINT (951552.3281314548 6647337.6285404265),Nordrhein-Westfalen,Arnsberg,Hochsauerlandkreis,Landkreise,4763,153.6
Campingplatz Winterberg,51.1858276,8.5044463,POINT (946710.6315947394 6654230.533926717),Nordrhein-Westfalen,Arnsberg,Hochsauerlandkreis,Landkreise,555,151.1
Campingpark Hochsauerland,51.1991269,8.523977999999998,POINT (948884.8904930662 6656592.839392442),Nordrhein-Westfalen,Arnsberg,Hochsauerlandkreis,Landkreise,555,152.31
Zum Dammhammer,50.86283359999999,8.6283379,POINT (960502.1814203035 6597066.3462787075),Hessen,Gießen,Marburg-Biedenkopf,Landkreise,4763,148.68
Campingpark Braunfels,50.51110000000001,8.38317,POINT (933210.2156334472 6535264.397409366),Hessen,Gießen,Lahn-Dill-Kreis,Landkreise,5717,190.12
Gaststätte Anker,50.56483709999999,8.611772499999997,POINT (958658.1295275162 6544676.449781742),Hessen,Gießen,Lahn-Dill-Kreis,Landkreise,4763,171.0
Camping Lahnaue,50.800371,8.769119700000001,POINT (976173.9397092641 6586057.3426886415),Hessen,Gießen,Marburg-Biedenkopf,Landkreise,4763,136.99
Campingplatz Kellerwald,50.996257,9.133086400000002,POINT (1016690.5274189723 6620631.656081895),Hessen,Kassel,Schwalm-Eder-Kreis,Landkreise,4763,88.86
Camping-Club Kassel e.V.,51.0475983,9.1899351,POINT (1023018.8957552315 6629717.633608024),Hessen,Kassel,Schwalm-Eder-Kreis,Landkreise,4763,81.65
Reisemobilpark Urbachtal,50.87123969999999,9.3483581,POINT (1040654.4634451745 6598549.042987265),Hessen,Kassel,Schwalm-Eder-Kreis,Landkreise,4763,73.01
Waldcampingplatz Bad Zwesten,51.04742,9.1899,POINT (1023014.9884411048 6629686.062063384),Hessen,Kassel,Schwalm-Eder-Kreis,Landkreise,4763,81.65
Camping at the Bringhäuser Bay,51.1796945,8.9936132,POINT (1001164.4418156636 6653141.363712016),Hessen,Kassel,Waldeck-Frankenberg,Landkreise,4763,105.18
Camping terraces Wieseloh,51.18085,8.9954901,POINT (1001373.3773679335 6653346.556556448),Hessen,Kassel,Waldeck-Frankenberg,Landkreise,4763,105.01
Campingplatz Pferdekoppel,51.18257999999999,9.01153,POINT (1003158.9308683086 6653653.778305546),Hessen,Kassel,Waldeck-Frankenberg,Landkreise,4763,103.32
Campingplatz Bettenhagen,51.1871808,9.011261400000002,POINT (1003129.0304530817 6654470.866683244),Hessen,Kassel,Waldeck-Frankenberg,Landkreise,4763,103.51
Campground & Edersee ALM,51.18868,9.0093678,POINT (1002918.2358653153 6654737.137758111),Hessen,Kassel,Waldeck-Frankenberg,Landkreise,4763,103.77
Campingplatz Wallenstein,50.94980959999999,9.4965785,POINT (1057154.2828983497 6612420.419463232),Hessen,Kassel,Schwalm-Eder-Kreis,Landkreise,4763,52.02
Ferienwohnpark Silbersee,50.9786212,9.3413665,POINT (1039876.162093344 6617512.931445337),Hessen,Kassel,Schwalm-Eder-Kreis,Landkreise,4763,66.72
Campingplatz See Park,50.8132075,9.5142359,POINT (1059119.8956750827 6588318.5674463175),Hessen,Kassel,Hersfeld-Rotenburg,Landkreise,4763,64.33
Wohnmobilstellplatz Schenklengsfeld,50.8247298,9.844860100000002,POINT (1095924.8132630165 6590348.817496145),Hessen,Kassel,Hersfeld-Rotenburg,Landkreise,4763,44.35
Campingplatz Beiseförth - T. Folli,51.0782822,9.5485562,POINT (1062940.4139949554 6635152.636663009),Hessen,Kassel,Schwalm-Eder-Kreis,Landkreise,4763,41.64
Fuldawiese Campingplatz,51.1522334,9.537989,POINT (1061764.0786718444 6648266.354426412),Hessen,Kassel,Schwalm-Eder-Kreis,Landkreise,4763,45.16
Campingplatz Liebenbach Spangenberg,51.11361549999999,9.674261500000002,POINT (1076933.8639809713 6641415.649349393),Hessen,Kassel,Schwalm-Eder-Kreis,Landkreise,4763,28.64
Camping Fuldaschleife,51.17783099999999,9.477218,POINT (1054999.0818968466 6652810.455580918),Hessen,Kassel,Schwalm-Eder-Kreis,Landkreise,4763,53.06
Hessencamping,51.0067236,9.472374600000002,POINT (1054459.9170751385 6622483.13591919),Hessen,Kassel,Schwalm-Eder-Kreis,Landkreise,4763,51.37
Campingplatz Weißenthalsmühle,51.212081,9.277794,POINT (1032799.3037648888 6658894.4839912625),Hessen,Kassel,Kassel,Landkreise,4763,76.01
"Haus der Jugend ""an den Großen Steinen"" - Kreisjugendring Werra-Meißner e.V.",51.1508502,9.7923965,POINT (1090084.5920258344 6648020.879738237),Hessen,Kassel,Werra-Meißner-Kreis,Landkreise,4763,20.26
Campingpark Eisenach,50.90850799999999,10.3007871,POINT (1146678.3747419212 6605125.776170748),Thüringen,Thüringen,Wartburgkreis,Landkreise,4763,50.98
Freizeitcamp Werra,50.9387362,10.0642634,POINT (1120348.67689738 6610464.012091169),Thüringen,Thüringen,Wartburgkreis,Landkreise,4763,28.22
House Mountain View Ruhla,50.887718,10.37782,POINT (1155253.6379442504 6601456.318023592),Thüringen,Thüringen,Wartburgkreis,Landkreise,4763,60.16
Camping Altenburschla,51.1504924,10.1729731,POINT (1132450.1853456697 6647957.382639734),Hessen,Kassel,Werra-Meißner-Kreis,Landkreise,4763,31.25
Naturcampingplatz Ebenshausen,51.0874637,10.3215927,POINT (1148994.4435395696 6636779.645518082),Thüringen,Thüringen,Wartburgkreis,Landkreise,4763,44.53
Knaus Campingpark Premium-Stellplätze,51.19175629999999,10.0700377,POINT (1120991.4690330678 6655283.542755542),Hessen,Kassel,Werra-Meißner-Kreis,Landkreise,4763,27.01
Adventurepark Thüringen,50.8400648,10.6976681,POINT (1190858.9655674463 6593051.649494664),Thüringen,Thüringen,Gotha,Landkreise,4763,95.46
Campingplatz Wangenheim,51.0193664,10.6022877,POINT (1180241.2680077876 6624720.129886316),Thüringen,Thüringen,Gotha,Landkreise,4763,76.23
Campingplatz am Schwanenteich,51.20011829999999,10.4309446,POINT (1161167.4413648467 6656768.965418253),Thüringen,Thüringen,Unstrut-Hainich,Landkreise,4763,61.07
Oberhof Camping Lütschesee,50.73060359999999,10.7552755,POINT (1197271.7920013708 6573778.2554521905),Thüringen,Thüringen,Gotha,Landkreise,4763,110.47
Pfadfinderzentrum Drei Gleichen e.V.,50.9075074,10.9093968,POINT (1214428.496637768 6604949.131623299),Thüringen,Thüringen,Gotha,Landkreise,4763,113.61
"Förderverein für aktive, umweltgerechte u. naturnahe Lebensweisen, Meinhard e.V. / ""Werratalsee-Naturcamp-Meinhard""",51.19169040000001,10.095141,POINT (1123785.9556062985 6655271.837373925),Hessen,Kassel,Werra-Meißner-Kreis,Landkreise,4763,28.78
RENNSTEIG-CARAVANING VALENTINSTEICH,50.8404764,10.5811009,POINT (1177882.7642202487 6593124.207260287),Thüringen,Thüringen,Gotha,Landkreise,4763,83.87
Campingplatz Weißensee,51.2061623,11.0673466,POINT (1232011.3879446676 6657842.7872816045),Thüringen,Thüringen,Sömmerda,Landkreise,4763,129.69
Camping Drei Gleichen,50.87501089999999,10.8089724,POINT (1203249.303566548 6599214.307050059),Thüringen,Thüringen,Gotha,Landkreise,4763,104.59
Saalerastplatz,51.0424531,11.6794271,POINT (1300147.87752916 6628806.6229365375),Thüringen,Thüringen,Saale-Holzland,Landkreise,4763,195.65
Thüringer Tannenhof,50.7752083,11.8874211,POINT (1323301.6636972157 6581626.587092596),Thüringen,Thüringen,Saale-Orla,Landkreise,4763,224.89
"Campingplatz Jena ""Unter dem Jenzig""",50.93678449999999,11.6078913,POINT (1292184.5486996705 6610119.241248432),Thüringen,Thüringen,Jena Städte,Kreisfreie Städte,4763,189.12
Camping Linkenmühle ***,50.606687,11.611013,POINT (1292532.0547540796 6552013.896228734),Thüringen,Thüringen,Saalfeld-Rudolstadt,Landkreise,4763,205.01
Bad-Camp Ettersburg GmbH,51.0354736,11.2871489,POINT (1256479.668055858 6627570.992252343),Thüringen,Thüringen,Weimarer Land,Landkreise,4763,152.05
Ferienwohnungen Gollkowsky,50.7129436,11.3445587,POINT (1262870.4977584018 6570672.990282401),Thüringen,Thüringen,Saalfeld-Rudolstadt,Landkreise,4763,170.45
Campingplatz Mannichswalde,50.8135558,12.296539,POINT (1368844.4599996293 6588379.931192966),Sachsen,Chemnitz,Zwickauer Land,Landkreise,4763,268.17
CampingFreundeKober e.V. - Campingplatz Koberbachtalsperre,50.77072069999999,12.3482674,POINT (1374602.83914718 6580836.641838106),Sachsen,Chemnitz,Zwickauer Land,Landkreise,4763,275.2
Erholungspark Mondsee,51.1371026,12.1370637,POINT (1351091.750809525 6645581.511083577),Sachsen-Anhalt,Halle,Weißenfels,Landkreise,4763,246.81
Lernwerkstatt Zwickau e.V.,50.73658,12.51674,POINT (1393357.123191799 6574829.387306907),Sachsen,Chemnitz,Zwickau Städte,Kreisfreie Städte,880,272.64
Camping Am Auensee,51.1897429,12.0453565,POINT (1340882.952003448 6654925.923372223),Sachsen-Anhalt,Halle,Weißenfels,Landkreise,4763,237.26
Goldener Löwe / am Taurastein Landhotel,50.9309964,12.8049408,POINT (1425439.4894940131 6609096.849457157),Sachsen,Chemnitz,Mittweida,Landkreise,880,225.85
"Guest rooms ""to old rest stop""",50.79020999999999,12.74909,POINT (1419222.2068776162 6584267.863363104),Sachsen,Chemnitz,Chemnitzer Land,Landkreise,880,247.46
Geflügelhof Arnsdorf,50.9525658,12.7336288,POINT (1417501.0739665632 6612907.44712976),Sachsen,Chemnitz,Mittweida,Landkreise,880,229.37
Pension Hoheneck Ferienwohnung und Camping,50.7018677,12.7858474,POINT (1423314.0219285008 6568726.044368666),Sachsen,Chemnitz,Stollberg,Landkreise,880,255.97
Campingplatz „Camping Hain“ am Hainer See,51.1755035,12.4526858,POINT (1386226.6422646286 6652397.172152174),Sachsen,Leipzig,Leipziger Land,Landkreise,880,233.62
"Campingplatz Mittweidaer Aue, Auenblickstraße",51.0003982,12.9896969,POINT (1446006.444466964 6621364.160011999),Sachsen,Chemnitz,Mittweida,Landkreise,880,202.39
Pohlteichschänke,50.6269205,12.5113464,POINT (1392756.7103862567 6555563.729590584),Sachsen,Chemnitz,Zwickauer Land,Landkreise,880,286.48
Camping Lindenau Inh. Ernst Jugelt,50.5934928,12.5970879,POINT (1402301.4105061078 6549699.883567635),Sachsen,Chemnitz,Aue-Schwarzenberg,Landkreise,880,284.17
Leisure and Camping Rabenstein,50.8337101,12.813857,POINT (1426432.0363378243 6591931.510020549),Sachsen,Chemnitz,Chemnitzer Land,Landkreise,880,236.94
Campingplatz Kriebstein,51.0371175,13.0096224,POINT (1448224.5409807656 6627862.006841926),Sachsen,Chemnitz,Mittweida,Landkreise,880,196.36
Waterski & Wakeboard conditioning Rossau,50.98619179999999,13.0778998,POINT (1455825.1463814543 6618851.575394119),Sachsen,Chemnitz,Mittweida,Landkreise,880,197.13
"Badestelle ""Großer Teich""",50.8941323,13.317166,POINT (1482460.137929496 6602588.274375087),Sachsen,Chemnitz,Freiberg,Landkreise,880,192.53
Campingplatz Ferienpark Thümmlitzsee,51.1916606,12.799376,POINT (1424820.018791647 6655266.544202296),Sachsen,Leipzig,Muldentalkreis,Landkreise,880,198.6
Waldcamping Erzgebirge Amtsberg,50.76595,13.0134901,POINT (1448655.0913753067 6579996.9460304845),Sachsen,Chemnitz,Mittlerer Erzgebirgskreis,Landkreise,880,230.96
Campingplatz Dresden-Mockritz,51.01451549999999,13.7473981,POINT (1530353.3562244165 6623861.748382656),Sachsen,Dresden,Dresden Städte,Kreisfreie Städte,880,149.9
Wasserplatz Pirna,50.96315750000001,13.9256775,POINT (1550199.328251347 6614779.296714159),Sachsen,Dresden,Sächsische Schweiz,Landkreise,880,151.33
Langner & Freitäger Hotelbetriebs GmbH,51.1715314,13.5176478,POINT (1504777.6698188148 6651691.91287468),Sachsen,Dresden,Meißen,Landkreise,880,139.93
Familiensport- und FKK - Bund Waldteichfreunde Moritzburg e.V,51.144915,13.721892,POINT (1527514.0301602944 6646967.651097301),Sachsen,Dresden,Dresden Städte,Kreisfreie Städte,880,130.75
Camping Bahra,50.8641429,13.9996615,POINT (1558435.1894581965 6597297.267519632),Sachsen,Dresden,Sächsische Schweiz,Landkreise,880,166.2
Gasthof Obervogelgesang,50.949917,13.9898972,POINT (1557348.2325542436 6612439.396780169),Sachsen,Dresden,Sächsische Schweiz,Landkreise,880,151.7
Camping-Stellplatz Struppen,50.937945,14.013364,POINT (1559960.5447807913 6610324.243635628),Sachsen,Dresden,Sächsische Schweiz,Landkreise,880,153.15
Campingplatz Wostra,50.9988889,13.8683333,POINT (1543815.8011073992 6621097.184367968),Sachsen,Dresden,Dresden Städte,Kreisfreie Städte,880,147.33
Campingplatz und Pension Ostrauer Mühle,50.92933899999999,14.193098,POINT (1579968.4421390297 6608804.114963076),Sachsen,Dresden,Sächsische Schweiz,Landkreise,880,151.53
"Campingplatz ""Entenfarm"" Hohnstein",50.97582999999999,14.13744,POINT (1573772.6219204573 6617019.442675638),Sachsen,Dresden,Sächsische Schweiz,Landkreise,880,144.08
Camping- & Freizeitpark LuxOase,51.1198543,13.9801975,POINT (1556268.466889396 6642522.006715852),Sachsen,Dresden,Kamenz,Landkreise,880,123.03
Trixi Holiday Park,50.8795298,14.6730758,POINT (1633399.326427105 6600011.541131446),Sachsen,Dresden,Löbau-Zittau,Landkreise,880,164.55
Volksbadcamp e.V. Ruppersdorf,51.0017947,14.7189764,POINT (1638508.957846211 6621611.190530923),Sachsen,Dresden,Löbau-Zittau,Landkreise,880,145.17
Bauernhof und Campingplatz Sell,50.86898249999999,14.6723161,POINT (1633314.7570099495 6598150.884062557),Sachsen,Dresden,Löbau-Zittau,Landkreise,880,166.33
"Engemanns - Fleischerei, Catering, Schlauchbootverleih, Alte Wäscherei",50.95391,14.89495,POINT (1658098.2493912699 6613144.981223343),Sachsen,Dresden,Löbau-Zittau,Landkreise,880,160.07
Camping and adventure farm Leubner,51.00522799999999,14.827059,POINT (1650540.657841824 6622218.547515969),Sachsen,Dresden,Löbau-Zittau,Landkreise,880,148.76
Rheincamping Meerbusch Breitbach & Brix GbR,51.3004808,6.7253171,POINT (748658.8749952953 6674618.40154405),Nordrhein-Westfalen,Düsseldorf,Rhein-Kreis Neuss,Landkreise,5717,44.48
Campingplatz Deichklause,51.37869999999999,6.98943,POINT (778059.7885352301 6688556.7385056475),Nordrhein-Westfalen,Düsseldorf,Essen Städte,Kreisfreie Städte,5717,29.92
KNAUS Campingpark Essen-Werden,51.3810348,6.992338200000002,POINT (778383.5278783552 6688973.156051341),Nordrhein-Westfalen,Düsseldorf,Essen Städte,Kreisfreie Städte,5717,30.15
Rheinblick on Zonser Grind,51.1552562,6.853455999999999,POINT (762923.2320941054 6648802.832385645),Nordrhein-Westfalen,Düsseldorf,Rhein-Kreis Neuss,Landkreise,5717,31.09
Campingplatz Horster Ruhrbrücke,51.42938999999999,7.098867699999999,POINT (790242.337572817 6697602.209572107),Nordrhein-Westfalen,Düsseldorf,Essen Städte,Kreisfreie Städte,555,19.02
Campingplatz Rheinblick,51.1206204,6.873415400000001,POINT (765145.1023386448 6642657.873330089),Nordrhein-Westfalen,Düsseldorf,Mettmann,Landkreise,5717,32.28
Reisemobil Stellplatz Kaisergarten,51.4870986,6.8548974,POINT (763083.688008135 6707912.351831559),Nordrhein-Westfalen,Düsseldorf,Oberhausen Städte,Kreisfreie Städte,555,42.66
Wasserfreunde RUHRMŰHLE e.V.,51.4245484,7.1433858,POINT (795198.0697959012 6696737.808025757),Nordrhein-Westfalen,Arnsberg,Bochum Städte,Kreisfreie Städte,555,15.89
Campingplatz Ruhrbrücke in Hattingen,51.40601759999999,7.171069900000001,POINT (798279.8497109712 6693430.232582644),Nordrhein-Westfalen,Arnsberg,Ennepe-Ruhr,Landkreise,555,16.93
Camping-Rallyfreunde Essen Friedhelm Nowak,51.46463240000001,7.103697400000001,POINT (790779.9773175014 6703897.020448002),Nordrhein-Westfalen,Düsseldorf,Essen Städte,Kreisfreie Städte,555,15.69
